"коллаген";1000000;1;8;1072862;37125;1
"метформин";1000000;1;9;312943;43934;1
"мелатонин";1000000;1;9;352157;54313;1
"мазь метилурацил";131000;2;16;152425;43502;1
"димексид";1000000;1;8;472821;52291;1
"креон";1000000;1;5;305306;37881;1
"левомеколь";1000000;1;10;463689;69089;1
"преднизолон";1000000;1;11;361855;52303;1
"амлодипин";1000000;1;9;391086;59297;1
"семена чиа";182000;2;10;439089;51682;1
"аптека";2000000;1;6;13042908;120720;1
"глицин";1000000;1;6;641498;68898;1
"диаскинтест";1000000;1;11;302791;42241;1
"осельтамивир";1000000;1;12;192235;55281;1
"фенибут";1000000;1;7;731210;140125;1
"ребагит";1000000;1;7;198899;35559;1
"глиатилин";1000000;1;9;156773;28514;1
"линекс";1000000;1;6;232769;30682;1
"мазь стелланин";141000;2;14;157015;32577;1
"виагра";1000000;1;6;453569;30525;1
"конкор";1000000;1;6;264102;31803;1
"галоперидол";1000000;1;11;99307;28580;1
"вигантол";1000000;1;8;126340;34691;1
"немозол";1000000;1;7;180481;32004;1
"аппликатор кузнецова";165000;2;20;121946;33632;1
"магний";1000000;1;6;3108750;31535;1
"сорбифер дурулес";118000;2;16;118296;35088;1
"таблетки мелоксикам";147000;2;19;165353;34578;1
"хлорофилл";1000000;1;9;238490;29685;1
"фенотропил";1000000;1;10;105595;33618;1
"мелоксикам таблетки";152000;2;19;167285;35251;1
"сорбифер";1000000;1;8;209713;28488;1
"шалфей";30000;1;6;260153;24173;1
"опатанол";1000000;1;8;88518;24733;1
"триптофан";1000000;1;9;134563;25241;1
"тотема";1000000;1;6;296806;24712;1
"ацц";1000000;1;3;261666;25231;1
"дезлоратадин";1000000;1;12;83624;24367;1
"сельдерей";32000;1;9;326462;27833;1
"винпоцетин";1000000;1;10;135878;25238;1
"аптека ру заказать лекарство с доставкой в аптеку";2000000;8;49;69841;27267;1
"кордицепс";1000000;1;9;95905;25074;1
"фукорцин";1000000;1;8;121706;28099;1
"ромашка";146000;1;7;1398443;27378;1
"аскорил";1000000;1;7;139141;24683;1
"целекоксиб";1000000;1;10;126218;27067;1
"аэртал";1000000;1;6;201013;28151;1
"уколы мелоксикам";109000;2;16;117899;24083;1
"биотин";1000000;1;6;146882;20584;1
"рибоксин";1000000;1;8;127022;22279;1
"янтарная кислота для чего";34000;4;25;79970;23169;1
"расторопша";1000000;1;10;264768;22109;1
"троксерутин";1000000;1;11;164662;22663;1
"дексаметазон уколы инструкция по применению цена";834000;6;48;24035;21028;1
"бруснивер";1000000;1;9;86352;23793;1
"декспантенол";1000000;1;12;128253;23045;1
"найз";1000000;1;4;287064;23498;1
"эффезел";1000000;1;7;90373;22626;1
"пирантел";1000000;1;8;158340;23823;1
"для чего янтарная кислота";33000;4;25;84387;23785;1
"нитроглицерин";1000000;1;13;156762;21682;1
"аптека ру заказать";1000000;3;18;241234;23465;1
"тербинафин";1000000;1;10;167815;23936;1
"феррум лек";129000;2;10;103928;20487;1
"дулоксетин";1000000;1;10;70246;18009;1
"валацикловир";1000000;1;12;81966;18513;1
"дарсонваль";1000000;1;10;169121;19258;1
"полынь";41000;1;6;326499;18443;1
"макмирор";1000000;1;8;113818;18616;1
"валидол";1000000;1;7;135500;18200;1
"q10 коэнзим";2000000;2;11;123617;19977;1
"прививка от клещевого энцефалита";149000;4;32;108410;19162;1
"лецитин";1000000;1;7;204133;19739;1
"суматриптан";1000000;1;11;67666;18612;1
"цинк";1000000;1;4;1450818;20131;1
"мексидол 125 мг таблетки инструкция по применению цена";901000;8;54;20599;19745;1
"мазь метилурациловая";111000;2;20;70623;18262;1
"комбилипен таблетки";137000;2;19;86887;19536;1
"адвантан";1000000;1;8;109366;20227;1
"берберин";1000000;1;8;93497;17872;1
"ферретаб";1000000;1;8;60674;16524;1
"цинковая мазь";136000;2;13;108243;17149;1
"ламотриджин";1000000;1;11;65976;17261;1
"активированный уголь";178000;2;20;263876;17045;1
"протаргол";1000000;1;9;89220;17196;1
"чистотел";3000;1;8;230482;16665;1
"формидрон";1000000;1;9;61999;17629;1
"омник";1000000;1;5;141806;17214;1
"валемидин";1000000;1;9;85166;17371;1
"стелла";1000000;1;6;452693;17151;1
"деринат";1000000;1;7;99821;17635;1
"холин";13000;1;5;224772;17591;1
"катетер";1000000;1;7;453869;16743;1
"симетикон";1000000;1;9;79991;17358;1
"урсодезоксихолевая кислота";145000;2;26;75519;17785;1
"пентовит";1000000;1;8;64691;16480;1
"фосфомицин";1000000;1;10;54570;15000;1
"аевит";1000000;1;5;117950;15523;1
"нолицин";1000000;1;7;80484;15758;1
"анастрозол";1000000;1;10;66115;15174;1
"моксонидин 0 2 мг инструкция по применению цена";4000000;8;47;18168;15626;1
"дапоксетин";1000000;1;10;58718;15100;1
"презервативы";1000000;1;12;791075;16243;1
"селен";1000000;1;5;604368;15658;1
"диазолин";1000000;1;8;68618;16028;1
"перекись водорода";9000;2;17;403152;15555;1
"подорожник";29000;1;10;380149;16372;1
"как избавиться от икоты";58000;4;23;26925;16118;1
"янтарная кислота для чего нужна женщинам";933000;6;40;23396;15164;1
"мята";159000;1;4;965441;15988;1
"эхинацея";11000;1;8;116030;16393;1
"альбумин";1000000;1;8;172396;14995;1
"джардинс";1000000;1;8;81489;14066;1
"комфодерм";1000000;1;9;70494;14211;1
"эзетимиб";1000000;1;8;95365;14612;1
"аптека ру спб";1000000;3;13;25992;14181;1
"орлистат";1000000;1;8;74345;14536;1
"фенибут 250 мг инструкция по применению цена";923000;7;44;14648;14117;1
"мелаксен";1000000;1;8;57526;14757;1
"чистка лица";587000;2;11;279404;14543;1
"элидел крем";147000;2;11;36282;14652;1
"ипидакрин";1000000;1;9;80405;14517;1
"тантум верде";136000;2;12;94016;14860;1
"вермокс";1000000;1;7;81463;14654;1
"компрессионные чулки";158000;2;20;252996;14131;1
"таблетки фенибут";130000;2;16;86763;14638;1
"валтрекс";1000000;1;8;55037;14990;1
"пароксетин";1000000;1;10;52999;13981;1
"исландский мох";130000;2;14;77969;13268;1
"ребамипид";1000000;1;9;64406;13618;1
"синусэфрин";3000;1;10;59032;13701;1
"пустырник";1000000;1;9;258307;13576;1
"грандаксин таблетки";152000;2;19;55918;13631;1
"сидерал форте";140000;2;13;40295;13422;1
"календула";14000;1;9;166469;13827;1
"метиленовый синий";199000;2;17;76610;13682;1
"нозефрин";1000000;1;8;66535;13729;1
"мелоксикам 15 мг таблетки инструкция по применению цена";2000000;8;55;14379;13626;1
"феринжект купить";656000;2;16;73198;13914;1
"снуп";1000000;1;4;162110;13735;1
"димексид раствор";120000;2;16;85712;13554;1
"найс";1000000;1;4;232840;13717;1
"аланин";4000;1;6;165546;13921;1
"купить феринжект";577000;2;16;70888;13235;1
"родиола розовая";173000;2;15;44542;12714;1
"сермион";1000000;1;7;72523;12939;1
"эзиклен";1000000;1;7;78577;13088;1
"декарис";1000000;1;7;69832;12930;1
"милурит";1000000;1;7;83228;13065;1
"ферлатум";1000000;1;8;61354;12735;1
"олифрин";1000000;1;7;54433;13187;1
"ко перинева";374000;2;11;59618;13086;1
"цитофлавин инструкция по применению цена";778000;5;40;25255;13166;1
"лапчатка";1000000;1;8;149345;13040;1
"лимфомиозот капли для приема внутрь";331000;5;35;36986;13190;1
"чулки компрессионные";138000;2;20;235912;13170;1
"ниацинамид";1000000;1;10;131577;12912;1
"семена льна";210000;2;11;274603;13109;1
"аргинин";1000000;1;7;128200;13191;1
"apteka ru";1000000;2;9;43743;12684;1
"женьшень";1000000;1;8;157341;12110;1
"сиалис";1000000;1;6;57925;12348;1
"мазь стелланин цена инструкция по применению";740000;6;44;20694;12524;1
"бринтелликс";1000000;1;11;39494;12322;1
"феварин";1000000;1;7;55122;12368;1
"скинорен";1000000;1;8;49569;12217;1
"стелланин мазь цена инструкция по применению";845000;6;44;20735;12573;1
"викасол";1000000;1;7;60615;12372;1
"нефопам";1000000;1;7;46749;12541;1
"оки";2000000;1;3;2993817;12361;1
"клексан";1000000;1;7;77761;12577;1
"стелланин мазь инструкция по применению цена";780000;6;44;20735;12573;1
"левомеколь мазь инструкция по применению цена";806000;6;45;13901;12229;1
"трамицент";3000;1;9;60845;12531;1
"тилорон";1000000;1;7;69874;12644;1
"хитозан";1000000;1;7;65722;12019;1
"вамлосет";1000000;1;8;82623;11447;1
"итомед";1000000;1;6;56817;11654;1
"масло льняное";225000;2;13;174510;11799;1
"магний цитрат";126000;2;13;168681;11650;1
"комбилипен таблетки инструкция по применению цена";845000;6;49;15137;11768;1
"пантовигар";1000000;1;10;47390;11599;1
"декспантенол мазь";126000;2;17;55747;12009;1
"льняное масло";225000;2;13;174510;11799;1
"гиалуроновая кислота";140000;2;20;279492;11911;1
"дона";2000000;1;4;12723121;11706;1
"диклофенак уколы инструкция по применению цена";836000;6;46;13517;12010;1
"метилурациловая мазь инструкция по применению цена";812000;6;50;13250;12003;1
"тысячелистник";3000;1;13;106914;11606;1
"методоксил";3000;1;10;21246;11863;1
"хондроитин";1000000;1;10;253677;12011;1
"энтерол инструкция по применению цена";829000;5;37;18437;11420;1
"эффезел гель";142000;2;12;25831;10763;1
"семакс";1000000;1;6;63945;10828;1
"цитовир";1000000;1;7;89379;11092;1
"гель эффезел";114000;2;12;26159;10828;1
"таблетки панкреатин";127000;2;19;66733;11009;1
"йод";1000000;1;3;907366;10766;1
"кордиамин";1000000;1;9;44981;11176;1
"нольпаза 20 мг инструкция по применению цена";2000000;7;44;12537;11053;1
"ондансетрон";1000000;1;11;33255;11118;1
"астаксантин";1000000;1;11;42448;10907;1
"ламинария";1000000;1;9;125176;11192;1
"неотанин";1000000;1;8;54980;11125;1
"финастерид";1000000;1;10;42164;10779;1
"метадоксин";957000;1;10;17304;11102;1
"детралекс инструкция по применению цена";832000;5;39;33562;11389;1
"капли тобрекс глазные";128000;3;21;36685;10727;1
"таблетки от глистов";161000;3;19;123058;10427;1
"лекролин";1000000;1;8;56385;10538;1
"назаваль";1000000;1;8;37826;10592;1
"бета аланин";153000;2;11;56322;10535;1
"таблетки";1000000;1;8;27437965;10572;1
"псиллиум что это";2000000;3;16;18242;10510;1
"воротник шанца";138000;2;14;36130;10631;1
"мелоксикам уколы инструкция по применению цена";839000;6;46;16878;10579;1
"l карнитин";477000;2;10;68059;10618;1
"разо";6000000;1;4;88839;10540;1
"витамины для волос";235000;3;18;145477;10699;1
"паксил";1000000;1;6;53189;10622;1
"псиллиум это что";2000000;3;16;18242;10510;1
"левомицетин капли";150000;2;17;54724;10609;1
"веррукацид";1000000;1;10;41654;10699;1
"доксиламин";1000000;1;10;43406;10411;1
"циновит";1000000;1;7;61955;9978;1
"триазавирин";1000000;1;11;27051;10061;1
"лив 52";644000;2;6;54838;10176;1
"блефарогель";1000000;1;11;52774;10024;1
"гипосарт";1000000;1;8;65429;10091;1
"сотрет";1000000;1;6;443671;9985;1
"крапива";46000;1;7;387923;10345;1
"бак сет";743000;2;7;96330;10144;1
"эсвицин";1000000;1;7;48689;10267;1
"таблетки от глистов для человека";1000000;5;32;30516;10081;1
"свечи диклофенак";171000;2;16;48179;10353;1
"ферум лек";129000;2;9;45059;10274;1
"эстровэл";1000000;1;8;40334;10005;1
"артра таблетки для суставов цена";722000;5;32;21692;10201;1
"катетер фолея";130000;2;13;55896;10371;1
"крем тербинафин";123000;2;15;30612;9960;1
"тербинафин крем";152000;2;15;29324;9492;1
"гель азелик";114000;2;11;24334;9558;1
"пикамилон 50 мг инструкция по применению цена";1000000;7;45;11055;9662;1
"панкреатин инструкция по применению цена";775000;5;40;15753;9541;1
"люголь";1000000;1;6;76907;9575;1
"крестор";1000000;1;7;61384;9519;1
"лизин";1000000;1;5;106586;9818;1
"долфин";1000000;1;6;85709;9655;1
"ринза";1000000;1;5;64702;9685;1
"бепантен крем";152000;2;13;27804;9570;1
"нефростен";1000000;1;9;55384;9836;1
"менсе";4000000;1;5;97059;9806;1
"димексид раствор инструкция по применению цена";781000;6;46;10816;9536;1
"стевия";1000000;1;6;87447;9663;1
"глюкозамин";1000000;1;10;202522;9945;1
"никотиновая кислота для волос";231000;4;29;32611;9485;1
"душица";3000;1;6;72135;9176;1
"крем эмолент";126000;2;12;24588;9232;1
"гинекологическое зеркало";177000;2;24;22663;9347;1
"релиф мазь";141000;2;10;38916;9203;1
"кофеин";1000000;1;6;350088;9300;1
"хлорелла";1000000;1;8;105225;9179;1
"милдронат 500 инструкция по применению цена";981000;6;43;11613;9424;1
"беродуал для ингаляций инструкция по применению цена";724000;7;52;10243;9321;1
"иберогаст";1000000;1;9;38315;9401;1
"мелатонин таблетки";153000;2;18;65691;9296;1
"монтелукаст таблетки";148000;2;20;34464;9455;1
"бефунгин";1000000;1;8;56147;9401;1
"селектра";1000000;1;8;44572;9186;1
"зеркало гинекологическое";187000;2;24;22663;9347;1
"шампунь от перхоти";136000;3;18;85307;9467;1
"ко тримоксазол";377000;2;14;40957;9162;1
"индол";1000000;1;5;96704;8848;1
"рыбий жир";186000;2;9;178130;8987;1
"глицин инструкция по применению цена";830000;5;36;20614;9042;1
"аптека ру воронеж";1000000;3;17;14993;8947;1
"гинкоум";1000000;1;7;62995;8995;1
"белладонна";5000;1;10;78018;8856;1
"максиколд";1000000;1;9;49844;9096;1
"амелотекс гель";129000;2;14;27555;9020;1
"дифферин";1000000;1;8;48590;9076;1
"дикироген";5000;1;9;28774;8991;1
"бинт эластичный";113000;2;15;113054;9117;1
"проспекта таблетки инструкция по применению цена";922000;6;48;15052;9088;1
"вазелин";1000000;1;7;115260;8912;1
"таблетки мелатонин";127000;2;18;63407;9050;1
"мазь релиф";137000;2;10;38722;9130;1
"мелоксикам раствор для инъекций";140000;4;31;22641;8845;1
"таблетки цитофлавин";125000;2;19;81694;8560;1
"габа";1000000;1;4;122202;8693;1
"лориста таблетки";153000;2;16;42747;8754;1
"артоксан уколы";135000;2;14;41098;8644;1
"низорал шампунь";136000;2;15;24411;8728;1
"нутридринк";1000000;1;10;42689;8567;1
"вильпрафен";1000000;1;10;36656;8811;1
"отрио";4000;1;5;45669;8752;1
"тенотен детский";569000;2;15;33584;8790;1
"бетадин раствор";122000;2;15;39927;8720;1
"эластичный бинт";114000;2;15;108311;8837;1
"фуросемид таблетки";151000;2;18;45075;8797;1
"велаксин";1000000;1;8;43082;8571;1
"пессарий";1000000;1;8;88475;8777;1
"пассифлора";3000;1;10;41174;8842;1
"кружка эсмарха";154000;2;14;27475;8556;1
"магний для чего нужен организму";703000;5;31;25788;8252;1
"уколы артоксан";107000;2;14;39682;8332;1
"цитофлавин таблетки";153000;2;19;79085;8438;1
"л тироксин";322000;2;10;56235;8316;1
"урсосан 250";251000;2;11;64979;8392;1
"постеризан";1000000;1;10;80731;8254;1
"таблетки цистон";124000;2;15;43713;8485;1
"шампунь низорал";115000;2;15;23749;8417;1
"телзап";1000000;1;6;73687;8456;1
"бетагистин таблетки";147000;2;19;54016;8361;1
"рибофлавин";1000000;1;10;45583;8494;1
"метронидазол 500 инструкция по применению цена";950000;6;46;9495;8482;1
"тмин";1000000;1;4;234885;8307;1
"вазаламин";1000000;1;9;57528;8445;1
"реглисам";1000000;1;8;39138;8548;1
"морская капуста";277000;2;15;179968;8206;1
"крем липобейз";131000;2;13;26105;7920;1
"роватинекс";1000000;1;10;29729;7968;1
"спрей лидокаин";116000;2;14;30245;8092;1
"мовипреп";1000000;1;8;35608;7967;1
"винилин";1000000;1;7;46463;8003;1
"магнерот 500 мг инструкция по применению цена";968000;7;45;9309;7928;1
"таблетки каптоприл";124000;2;18;40199;8187;1
"нейроуридин";3000;1;11;33993;8031;1
"супренамин";1000000;1;10;41017;8137;1
"проспекта таблетки";281000;2;18;94395;7982;1
"цефтриаксон уколы инструкция по применению цена";835000;6;47;9754;8198;1
"струя бобра";142000;2;11;49022;8147;1
"урсосан капсулы";136000;2;15;39507;7945;1
"пачули";13000;1;6;45700;8135;1
"цистон таблетки";143000;2;15;42501;8203;1
"облепиховое масло";222000;2;17;105335;7919;1
"леветирацетам";1000000;1;13;26169;7735;1
"солантра крем";150000;2;13;22947;7768;1
"липотропный фактор эвалар";184000;3;25;27876;7842;1
"аптека ру нижний новгород";1000000;4;25;13529;7758;1
"крем клотримазол";153000;2;16;33101;7823;1
"бифицин";3000;1;7;32694;7737;1
"мазь пантенол";115000;2;13;34836;7899;1
"клотримазол крем";152000;2;16;33101;7823;1
"аптечная ромашка";21000;2;16;49280;7876;1
"силуэт";1000000;1;6;378268;7797;1
"дифертон";3000;1;8;27965;7912;1
"голдлайн";1000000;1;8;102019;7897;1
"свечи ацилакт";150000;2;13;39344;7750;1
"аптека ру новосибирск";1000000;3;21;13839;7867;1
"грандаксин 50 мг инструкция по применению цена";1000000;7;46;8307;7917;1
"ликопид";1000000;1;7;32448;7727;1
"куркумин";1000000;1;8;65833;7516;1
"ромашка аптечная";22000;2;16;47212;7608;1
"монтелар";1000000;1;8;36327;7665;1
"таблетки пирацетам";126000;2;18;36242;7600;1
"кандид";1000000;1;6;158723;7638;1
"клареол";1000000;1;7;61997;7521;1
"липобейз крем";153000;2;13;25526;7701;1
"донормил таблетки";152000;2;17;31200;7660;1
"свечи депантол";172000;2;14;28428;7681;1
"холензим";1000000;1;8;36675;7636;1
"базирон";1000000;1;7;65185;7719;1
"тирзепатид";3000;1;10;23983;7684;1
"атомоксетин";1000000;1;11;28444;7576;1
"таблетки проспекта";243000;2;18;90233;7667;1
"фексадин";1000000;1;8;27583;7721;1
"оксифрин";1000000;1;8;30648;7501;1
"ирс 19";1000000;2;6;31822;7164;1
"альфазокс инструкция по применению цена";840000;5;39;14870;7204;1
"витамины аевит";126000;2;14;32004;7281;1
"пластырь";1000000;1;8;670151;7197;1
"арлеверт";1000000;1;8;34987;7243;1
"теймурова паста";154000;2;15;33873;7189;1
"ветом";1000000;1;5;106811;7364;1
"осельтамивир 75 мг инструкция по применению цена";1000000;7;48;7979;7274;1
"вилдаглиптин";1000000;1;12;44180;7343;1
"фламин";1000000;1;6;31743;7229;1
"эсвицин для волос";210000;3;17;21362;7499;1
"аевит витамины";149000;2;14;32222;7343;1
"кальцемин";1000000;1;9;73836;7191;1
"аптека ру красноярск";1000000;3;20;12455;7310;1
"пирантел таблетки";148000;2;17;34573;7500;1
"фенибут инструкция по применению цена";829000;5;37;25061;7159;1
"аспаркам инструкция по применению цена";834000;5;38;13931;7044;1
"ретиноевая мазь";134000;2;15;26295;7082;1
"гель клиндовит";117000;2;14;21656;7096;1
"эзетимиб 10 мг инструкция по применению цена";2000000;7;44;8870;7079;1
"эмолент крем";132000;2;12;20476;7095;1
"орвис рино";135000;2;10;40249;7067;1
"лекролин глазные капли";131000;3;22;18904;7144;1
"клиндовит гель";121000;2;14;21656;7096;1
"хофитол инструкция по применению цена";748000;5;37;12141;7120;1
"калмирекс";1000000;1;9;41459;7084;1
"лекролин капли глазные";112000;3;22;18904;7144;1
"спираль";116000;1;7;754112;7131;1
"селцинк";1000000;1;7;38277;7074;1
"крем неотанин";144000;2;13;20354;7109;1
"азатиоприн";1000000;1;10;21622;7152;1
"сорбит";1000000;1;6;43011;7029;1
"берокка";1000000;1;7;45106;6813;1
"меропенем";1000000;1;9;23249;6864;1
"прегнотон";1000000;1;9;24250;6892;1
"аллергодил";995000;1;10;26719;6851;1
"гилан";1000000;1;5;62957;6884;1
"монурал инструкция по применению цена";831000;5;37;13310;6820;1
"таблетки диклофенак инструкция по применению цена";657000;6;49;8900;6948;1
"липотропный фактор";208000;2;18;66784;6889;1
"сперотон";1000000;1;8;20380;6935;1
"аптека ру белгород";1000000;3;18;10113;6876;1
"эноксапарин";1000000;1;11;32742;7002;1
"от молочницы таблетки для женщин";468000;5;32;15963;6944;1
"тест на овуляцию";262000;3;16;57176;6837;1
"эвалар липотропный фактор";130000;3;25;24541;6919;1
"ревит";1000000;1;5;255113;7005;1
"лоротокс";1000000;1;8;34169;6795;1
"вессел дуэ ф";211000;3;12;47458;6631;1
"ликопин";1000000;1;7;38113;6653;1
"сумамед 500 мг инструкция по применению цена";996000;7;44;7207;6702;1
"градусник";1000000;1;9;420021;6641;1
"аптека ру саратов";1000000;3;17;10531;6678;1
"калия йодид";125000;2;11;70318;6638;1
"перечная мята";19000;2;13;55247;6758;1
"асд";18000000;1;3;276835;6702;1
"респеро миртол";106000;2;14;32855;6756;1
"амбене био";146000;2;10;48312;6657;1
"артра мсм";128000;2;9;37985;6759;1
"мята перечная";19000;2;13;55247;6758;1
"йодид калия";110000;2;11;70318;6638;1
"артра таблетки";142000;2;14;89360;6745;1
"неотанин крем";131000;2;13;19533;6759;1
"ретиналамин";1000000;1;11;31740;6626;1
"альфакальцидол";1000000;1;14;21753;6477;1
"кора осины";146000;2;10;95693;6512;1
"гептор";1000000;1;6;46841;6569;1
"ярина";1000000;1;5;106520;6501;1
"зубная паста";153000;2;12;559977;6551;1
"бадяга";1000000;1;6;79495;6480;1
"аптека ру официальный сайт";2000000;4;26;62646;6604;1
"фруктоза";1000000;1;8;144980;6564;1
"октенисепт";1000000;1;10;16297;6594;1
"хронотрон";3000;1;9;36872;6539;1
"деготь";1000000;1;6;110251;6607;1
"аптека ру сайт официальный";2000000;4;26;62646;6604;1
"солодка";1000000;1;7;199651;6482;1
"полисорб мп порошок для приготовления суспензии для приема внутрь";384000;9;65;19870;6593;1
"кромогексал";985000;1;11;25956;6615;1
"индинол";1000000;1;7;83739;6474;1
"карнитин";1000000;1;8;256767;6247;1
"фунгодерил";3000;1;10;39706;6281;1
"марена красильная";126000;2;17;34776;6366;1
"магне в6 форте";4000000;3;14;18012;6273;1
"эманера";1000000;1;7;33154;6349;1
"масло вазелиновое";185000;2;17;55868;6249;1
"серетид";1000000;1;7;35414;6442;1
"арипипразол";1000000;1;11;24129;6362;1
"эритропоэтин";1000000;1;12;30596;6381;1
"шприц";1000000;1;5;816916;6337;1
"ципролет капли";155000;2;14;30928;6444;1
"ретинол для кожи лица";626000;4;21;14849;6418;1
"анауран капли";156000;2;13;25997;6273;1
"вазелиновое масло";221000;2;17;57750;6370;1
"теноксикам";1000000;1;10;34601;6456;1
"эстрогиал";1000000;1;9;51471;6237;1
"фенюльс";1000000;1;7;20917;6133;1
"тамифлю капсулы";145000;2;15;13357;6152;1
"отруби";1000000;1;6;241424;6159;1
"индол форте";127000;2;11;25631;6145;1
"нифурател";1000000;1;9;27335;6155;1
"аптека ру санкт петербург";1000000;4;25;12181;6139;1
"аптека ру заказать лекарство";1000000;4;28;157301;6202;1
"олестезин свечи";146000;2;15;40313;6156;1
"железо солгар";151000;2;13;22986;6178;1
"аллергостин";4000;1;11;18954;6153;1
"клареол гель от папиллом цена отзывы";1000000;6;36;10249;6234;1
"милурит 100 мг инструкция по применению цена";1000000;7;44;6994;6192;1
"бобровая струя";148000;2;14;53021;6139;1
"транексам 500 мг инструкция по применению цена";966000;7;46;6431;6166;1
"софрадекс";1000000;1;9;26778;6237;1
"холосас";1000000;1;7;33975;6120;1
"иноферт";1000000;1;7;33190;5894;1
"белая лапчатка";341000;2;14;34047;5971;1
"уронекст";3000;1;8;20297;6000;1
"аквадетрим витамин д3 инструкция к применению цена";3000000;7;50;6409;5971;1
"пиаскледин 300";302000;2;14;32386;5983;1
"нанопласт";1000000;1;9;51703;5911;1
"ацикловир 200 мг таблетки инструкция цена";948000;6;41;7120;6099;1
"серената";1000000;1;8;35142;5998;1
"артнео";1000000;1;6;37565;6081;1
"редуксин капсулы";146000;2;16;25547;5977;1
"бифиформ капсулы кишечнорастворимые";150000;3;35;12610;6103;1
"геделикс сироп";133000;2;14;23501;6082;1
"лапчатка белая";411000;2;14;34047;5971;1
"карбамазепин 200 мг инструкция по применению цена";940000;7;49;6851;6071;1
"линекс форте инструкция по применению цена";781000;6;42;7423;6105;1
"пантокальцин";1000000;1;12;25613;5893;1
"трава чабрец";70000;2;12;21718;5746;1
"оки гранулы";217000;2;11;30112;5783;1
"свечи облепиховые";172000;2;17;43540;5818;1
"монурал цена";668000;2;12;28991;5780;1
"гепариновая мазь инструкция по применению цена";836000;6;46;7777;5801;1
"эксенза";1000000;1;7;26008;5758;1
"флексотрон соло";73000;2;15;29345;5841;1
"облепиховые свечи";152000;2;17;43350;5811;1
"мотилак";1000000;1;7;26939;5827;1
"тадалафил для чего";3000000;3;18;13765;5789;1
"боровая матка";137000;2;13;53975;5843;1
"беклометазон";1000000;1;12;29219;5834;1
